"name","Rank","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","appid","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","Total_ratings","Proportion_ratings_pos","Proportion_ratings_neg"
"pacman and the ghostly adventures",11188,"PS3","2013","Platform","Namco Bandai Games",0.03,0.04,0,0.01,0.09,239720,"2014-03-06",1,"NAMCO BANDAI Games","BANDAI NAMCO Entertainment","windows",0,"Single-player;Shared/Split Screen;Steam Achievements","Action","Action;Platformer;3D Platformer",25,126,33,0,0,"0-20000","29.99",159,0.792452830188679,0.207547169811321
"painkiller hell & damnation",13546,"PS3","2013","Shooter","Nordic Games",0.02,0.02,0,0.01,0.04,214870,"2012-10-31",1,"The Farm 51","THQ Nordic","windows;mac;linux",0,"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor","Action","Action;FPS;Gore",107,2240,679,189,174,"500000-1000000","17.99",2919,0.767386091127098,0.232613908872902
"payday 2",13299,"PC","2013","Shooter","505 Games",0.04,0,0,0,0.05,218620,"2013-08-13",1,"OVERKILL - a Starbreeze Studio.","Starbreeze Publishing AB","windows;linux",18,"Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases","Action;RPG","Co-op;Action;FPS",1130,308657,56523,3975,890,"10000000-20000000","7.49",365180,0.845218796210088,0.154781203789912
"peggle nights",15592,"PC","2008","Puzzle","PopCap Games",0,0.01,0,0,0.02,3540,"2008-10-15",1,"PopCap Games, Inc.","PopCap Games, Inc.","windows;mac",0,"Single-player","Casual","Casual;Puzzle;Singleplayer",0,368,24,237,237,"200000-500000","4.25",392,0.938775510204082,0.0612244897959184
"petz horsez 2",4461,"DS","2007","Simulation","Ubisoft",0.41,0,0,0.03,0.44,15160,"2009-08-27",1,"Ubisoft","Ubisoft","windows",0,"Single-player","Simulation","Simulation;Horses;Family Friendly",0,76,38,0,0,"0-20000","4.29",114,0.666666666666667,0.333333333333333
"pillars of eternity",15926,"PC","2014","Role-Playing","Paradox Interactive",0,0.01,0,0,0.02,291650,"2015-03-26",1,"Obsidian Entertainment","Paradox Interactive","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available","RPG","RPG;Fantasy;Isometric",48,11558,1835,1710,2177,"1000000-2000000","22.99",13393,0.862988128126633,0.137011871873367
"pinball",940,"NES","1984","Action","Nintendo",0.8,0.19,0.83,0.03,1.85,745120,"2017-11-10",1,"baKno Games","baKno Games","windows;mac;linux",0,"Single-player;Includes level editor","Casual;Indie;Simulation","Indie;Casual;Simulation",0,1,3,0,0,"0-20000","3.99",4,0.25,0.75
"platypus",15820,"PSP","2006","Shooter","Funsta",0.02,0,0,0,0.02,307340,"2014-08-15",1,"Idigicon","KISS ltd","windows",0,"Single-player;Shared/Split Screen;Steam Trading Cards","Action","Action;Shoot 'Em Up;Local Co-Op",0,280,28,260,267,"50000-100000","4.99",308,0.909090909090909,0.0909090909090909
"polaris",6147,"2600","1982","Action","Tigervision",0.26,0.02,0,0,0.28,760740,"2017-12-20",1,"Vyacheslav Notbad","Zotdinex","windows",0,"Single-player","Casual","Casual",0,4,3,0,0,"0-20000","0.72",7,0.571428571428571,0.428571428571429
"port royale 2",13625,"PC","2004","Strategy","Ascaron Entertainment GmbH",0,0.03,0,0.01,0.04,12470,"2009-06-16",1,"Ascaron Entertainment ltd.","Strategy First","windows",0,"Single-player","Strategy","Strategy;Trading;Pirates",0,174,95,203,203,"50000-100000","2.99",269,0.646840148698885,0.353159851301115
"port royale 3",12240,"X360","N/A","Simulation","Kalypso Media",0.06,0,0,0,0.07,205610,"2012-05-04",1,"Gaming Minds Studios","Kalypso Media Digital","windows",0,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Simulation;Strategy","Strategy;Trading;Simulation",64,479,214,64,64,"200000-500000","9.99",693,0.691197691197691,0.308802308802309
"portal 2",791,"X360","2011","Shooter","Valve Software",1.41,0.51,0.01,0.17,2.1,620,"2011-04-18",1,"Valve","Valve","windows;mac;linux",0,"Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Includes level editor;Commentary available","Action;Adventure","Puzzle;Co-op;First-Person",51,138220,1891,1102,520,"10000000-20000000","7.19",140111,0.986503557893385,0.0134964421066155
"post mortem",15711,"PC","2003","Adventure","Microids",0,0.01,0,0,0.02,46550,"2011-08-26",1,"MC2","Microids","windows",0,"Single-player","Adventure","Adventure;Point & Click;Mystery",0,97,87,0,0,"100000-200000","5.59",184,0.527173913043478,0.472826086956522
"praetorians",13496,"PC","2003","Strategy","Eidos Interactive",0,0.04,0,0,0.04,277460,"2014-04-11",1,"Pyro Studios","Kalypso Media Digital","windows",0,"Single-player;Multi-player","Indie;Strategy","Strategy;Rome;RTS",0,337,98,1,1,"50000-100000","3.99",435,0.774712643678161,0.225287356321839
"prey",14148,"PC","2006","Shooter","Take-Two Interactive",0,0.03,0,0.01,0.03,480490,"2017-05-04",1,"Arkane Studios","Bethesda Softworks","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure","Sci-fi;Space;Action",58,17808,2144,738,538,"500000-1000000","19.99",19952,0.892542101042502,0.107457898957498
"prince of persia",2044,"X360","2008","Action","Ubisoft",0.54,0.35,0.02,0.1,1.01,19980,"2008-12-10",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player","Action;Adventure","Action;Adventure;Platformer",0,948,266,305,399,"200000-500000","8.59",1214,0.780889621087315,0.219110378912685
"prince of persia the forgotten sands",14241,"PC","2010","Action","Ubisoft",0,0.03,0,0,0.03,33320,"2010-06-10",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player","Action;Adventure","Action;Adventure;Platformer",0,511,263,328,328,"200000-500000","8.59",774,0.660206718346253,0.339793281653747
"prince of persia the sands of time",2216,"XB","2003","Action","Ubisoft",0.57,0.33,0,0.04,0.94,13600,"2009-08-27",1,"Kudosoft","Ubisoft","windows",0,"Single-player","Action;Adventure","Action;Adventure;Parkour",0,831,122,167,167,"200000-500000","8.59",953,0.871983210912907,0.128016789087093
"prince of persia the two thrones",3474,"XB","2005","Action","Ubisoft",0.33,0.22,0,0.03,0.58,13530,"2009-08-27",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Platformer",0,365,109,205,205,"200000-500000","8.59",474,0.770042194092827,0.229957805907173
"prince of persia warrior within",1122,"PS2","2004","Action","Ubisoft",0.54,0.88,0,0.22,1.64,13500,"2009-08-27",1,"Ubisoft","Ubisoft","windows",0,"Single-player","Action;Adventure","Action;Adventure;Parkour",0,657,101,307,312,"200000-500000","8.59",758,0.866754617414248,0.133245382585752
"prison architect",15085,"PS4","2016","Action","Introversion Software",0.01,0.01,0,0,0.02,233450,"2015-10-06",1,"Introversion Software","Paradox Interactive","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Indie;Simulation;Strategy","Simulation;Building;Management",18,31687,2286,1472,717,"2000000-5000000","23.79",33973,0.93271127071498,0.0672887292850205
"pro cycling manager 2016",13172,"PS4","2016","Sports","Focus Home Interactive",0,0.04,0,0.01,0.05,408760,"2016-06-16",1,"Cyanide Studio","Focus Home Interactive","windows",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud","Simulation;Sports","Sports;Simulation;Cycling",47,186,123,0,0,"50000-100000","14.99",309,0.601941747572815,0.398058252427184
"project cars",2006,"PS4","2015","Racing","Slightly Mad Studios",0.17,0.69,0.02,0.15,1.04,234630,"2015-03-15",1,"Slightly Mad Studios","Slightly Mad Studios;BANDAI NAMCO Entertainment","windows",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Leaderboards","Racing;Simulation;Sports","Racing;Simulation;Driving",45,8618,2720,232,282,"1000000-2000000","23.39",11338,0.760098782854119,0.239901217145881
"project snowblind",10187,"XB","2005","Action","Eidos Interactive",0.08,0.02,0,0,0.11,7010,"2007-03-29",1,"Crystal Dynamics","Square Enix","windows",0,"Single-player;Multi-player","Action","Action;FPS;Cyberpunk",0,175,61,0,0,"50000-100000","3.99",236,0.741525423728814,0.258474576271186
"psychonauts",9883,"XB","2005","Platform","THQ",0.09,0.03,0,0,0.12,3830,"2006-10-11",1,"Double Fine Productions","Double Fine Productions","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action","Platformer;Comedy;Adventure",37,8204,456,491,232,"2000000-5000000","6.99",8660,0.947344110854503,0.0526558891454965
"psychopass mandatory happiness",14899,"PS4","2016","Adventure","Nippon Ichi Software",0.02,0,0,0,0.03,522880,"2017-04-24",1,"MAGES. Inc.;5pb.","NIS America, Inc.","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Adventure","Anime;Adventure;Visual Novel",36,39,4,0,0,"0-20000","24.99",43,0.906976744186046,0.0930232558139535
"puzzle chronicles",11479,"PSP","2010","Puzzle","Konami Digital Entertainment",0.07,0,0,0.01,0.08,19020,"2010-06-25",1,"Infinite Interactive","Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH","windows",0,"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud","Casual;RPG","RPG;Casual;Puzzle",12,16,8,0,0,"0-20000","7.99",24,0.666666666666667,0.333333333333333
"puzzle kingdoms",9361,"DS","2009","Puzzle","Zoo Digital Publishing",0.12,0,0,0.01,0.13,23700,"2009-04-27",1,"Infinite Interactive","Strategy First","windows",0,"Multi-player;Steam Cloud","Casual","Casual;Puzzle;Match 3",0,139,102,175,175,"100000-200000","10.99",241,0.576763485477178,0.423236514522822
"puzzle quest galactrix",8542,"DS","2009","Puzzle","D3Publisher",0.15,0,0,0.01,0.16,23500,"2009-02-24",1,"Infinite Interactive","D3Publisher of America, Inc.","windows",0,"Multi-player;Steam Cloud","Casual;RPG","RPG;Casual;Match 3",0,120,136,0,0,"20000-50000","6.99",256,0.46875,0.53125
"puzzler world",2638,"DS","2009","Puzzle","Ubisoft",0.41,0.3,0,0.07,0.78,33650,"2010-05-28",1,"Ideas Pad","Puzzler","windows",0,"Single-player;Steam Achievements;Steam Leaderboards","Casual","Casual;Puzzle;Singleplayer",14,299,37,0,0,"50000-100000","4.99",336,0.889880952380952,0.110119047619048
"puzzler world 2",9989,"DS","2010","Puzzle","Ubisoft",0.02,0.07,0,0.02,0.12,200130,"2011-10-24",1,"Ideas Pad","Puzzler","windows",0,"Single-player","Casual;Indie;Strategy","Casual;Indie;Strategy",17,150,44,61,61,"20000-50000","4.99",194,0.77319587628866,0.22680412371134
"quake",7866,"N64","1998","Shooter","GT Interactive",0.15,0.04,0,0,0.19,2310,"2007-08-03",1,"id Software","id Software","windows",0,"Single-player;Multi-player;Co-op;Steam Cloud","Action","FPS;Classic;Action",0,2618,136,167,189,"200000-500000","3.99",2754,0.950617283950617,0.0493827160493827
"quake ii",5888,"N64","1999","Shooter","Activision",0.24,0.06,0,0,0.3,2320,"2007-08-03",1,"id Software","id Software","windows",0,"Single-player;Multi-player;Co-op;Steam Cloud","Action","FPS;Action;Classic",0,1369,107,291,349,"200000-500000","3.99",1476,0.927506775067751,0.0724932249322493
"quantum break",3929,"XOne","2016","Action","Microsoft Game Studios",0.27,0.19,0.01,0.04,0.51,474960,"2016-09-29",1,"Remedy Entertainment","Microsoft Studios","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action","Action;Story Rich;Time Manipulation",42,10249,1929,331,398,"1000000-2000000","29.99",12178,0.841599605846609,0.158400394153391
"rage",1470,"PS3","2011","Shooter","Bethesda Softworks",0.47,0.59,0.06,0.21,1.33,9200,"2011-10-03",1,"id Software","Bethesda Softworks","windows",16,"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support","Action","FPS;Post-apocalyptic;Action",60,9394,2882,559,392,"1000000-2000000","7.99",12276,0.765232974910394,0.234767025089606
"railroad tycoon 3",13948,"PC","2003","Strategy","Gathering of Developers",0,0.03,0,0.01,0.04,7610,"2007-05-04",1,"PopTop","2K","windows",0,"Single-player;Multi-player","Strategy","Strategy;Management;Trains",0,355,153,46,46,"200000-500000","5.99",508,0.698818897637795,0.301181102362205
"ray gigant",14026,"PSV","2015","Role-Playing","Namco Bandai Games",0,0,0.04,0,0.04,421600,"2016-08-10",1,"BANDAI NAMCO Entertainment Inc.","Acttil, LLC.","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;RPG","RPG;Adventure;Anime",42,40,31,0,0,"0-20000","22.99",71,0.563380281690141,0.436619718309859
"rayman origins",2018,"PS3","2011","Platform","Ubisoft",0.33,0.51,0.01,0.18,1.03,207490,"2012-03-29",1,"UBIart Montpellier;Feral Interactive (Mac)","Ubisoft;Feral Interactive (Mac)","windows",0,"Single-player;Shared/Split Screen;Full controller support","Action;Adventure","Platformer;Local Co-Op;2D",0,1509,114,266,497,"200000-500000","8.59",1623,0.929759704251386,0.0702402957486137
"rayman raving rabbids",8932,"DS","2007","Misc","Ubisoft",0.13,0.01,0,0.01,0.15,15080,"2008-06-13",1,"Ubisoft Bulgaria;Ubisoft Montpellier","Ubisoft","windows",0,"Single-player","Action;Adventure","Adventure;Action;Psychological Horror",0,239,80,29,29,"20000-50000","4.29",319,0.749216300940439,0.250783699059561
"red faction",899,"PS2","2001","Shooter","THQ",0.76,0.96,0,0.2,1.92,20530,"2009-08-05",1,"Volition, Inc.","THQ Nordic","windows",0,"Single-player;Multi-player;Steam Cloud","Action","Action;FPS;Sci-fi",0,1327,151,79,107,"500000-1000000","4.99",1478,0.897834912043302,0.102165087956698
"red faction armageddon",4920,"X360","2011","Shooter","THQ",0.18,0.17,0.01,0.04,0.39,55110,"2011-06-09",1,"Volition","THQ Nordic","windows",18,"Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards","Action","Action;Destruction;Third Person",58,2674,1005,307,436,"1000000-2000000","14.99",3679,0.726827942375646,0.273172057624354
"red faction ii",14172,"GC","2003","Shooter","THQ",0.03,0.01,0,0,0.03,20550,"2009-08-06",1,"Volition, Inc.","THQ Nordic","windows",0,"Single-player;Steam Cloud","Action;Strategy","Action;FPS;Strategy",0,354,313,0,0,"500000-1000000","4.99",667,0.530734632683658,0.469265367316342
"reloaded",8377,"PS","1996","Action","Gremlin Interactive Ltd",0.09,0.06,0,0.01,0.17,379380,"2015-07-27",1,"Urbanscan","Console Classics","windows",0,"Single-player;Partial Controller Support","Action;Adventure;RPG","Action;Adventure;RPG",0,3,7,0,0,"0-20000","3.99",10,0.3,0.7
"remember me",5275,"PS3","2013","Action","Capcom",0.1,0.18,0,0.07,0.35,228300,"2013-06-06",1,"DONTNOD Entertainment","Capcom","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure","Cyberpunk;Action;Female Protagonist",50,9080,1815,276,238,"500000-1000000","22.99",10895,0.833409821018816,0.166590178981184
"republique",16178,"PS4","2016","Action","Nippon Ichi Software",0,0.01,0.01,0,0.01,317100,"2015-02-25",1,"Camouflaj","Camouflaj","windows;mac",0,"Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Steam Leaderboards;Commentary available","Action;Adventure;Indie","Stealth;Female Protagonist;Cyberpunk",26,291,84,0,0,"20000-50000","7.19",375,0.776,0.224
"resident evil operation raccoon city",13753,"PC","2012","Action","Capcom",0,0.03,0,0.01,0.04,209100,"2012-05-18",1,"Slant Six Games","Capcom Co. Ltd","windows",0,"Single-player;Multi-player;Co-op;Full controller support","Action","Action;Zombies;Multiplayer",0,1171,1079,237,237,"100000-200000","22.99",2250,0.520444444444444,0.479555555555556
"revolt",7797,"PS","1998","Racing","Acclaim Entertainment",0.11,0.07,0,0.01,0.19,416330,"2016-01-26",1,"Explosive LLC","Explosive LLC","windows",0,"Single-player;Full controller support","Action","Action;Twin Stick Shooter",0,5,6,0,0,"0-20000","3.99",11,0.454545454545455,0.545454545454545
"ride",15079,"X360","2015","Racing","Milestone S.r.l.",0,0.02,0,0,0.02,345660,"2015-03-27",1,"Milestone S.r.l.","Milestone S.r.l.","windows",0,"Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Racing;Simulation;Sports","Racing;Simulation;Sports",50,1053,361,0,0,"50000-100000","14.99",1414,0.744695898161245,0.255304101838755
"ridge racer unbounded",9942,"X360","2012","Racing","Namco Bandai Games",0.05,0.05,0,0.01,0.12,202310,"2012-03-29",1,"BUGBEAR","BANDAI NAMCO Entertainment","windows",0,"Single-player;Steam Achievements;Partial Controller Support","Racing","Racing;Arcade;Destruction",50,541,450,0,0,"100000-200000","7.99",991,0.545913218970737,0.454086781029263
"rift",3032,"PC","2011","Role-Playing","Unknown",0.44,0.16,0,0.07,0.67,39120,"2011-03-01",1,"Trion Worlds","Trion Worlds","windows",0,"Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases","Free to Play;Massively Multiplayer;RPG","Free to Play;MMORPG;Massively Multiplayer",0,6885,2326,4104,1997,"2000000-5000000","0.0",9211,0.747475844099446,0.252524155900554
"rise of the tomb raider",1526,"XOne","2015","Adventure","Square Enix",0.53,0.64,0.02,0.1,1.3,391220,"2016-02-09",1,"Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux);Nixxes software","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Adventure;Action;Lara Croft",143,49004,3838,817,656,"2000000-5000000","39.99",52842,0.927368381211915,0.0726316187880852
"risen",7787,"X360","2009","Role-Playing","Deep Silver",0.07,0.11,0,0.01,0.19,40300,"2009-10-02",1,"Piranha Bytes","Deep Silver","windows",0,"Single-player;Steam Trading Cards","RPG","RPG;Open World;Gothic",0,3848,585,994,650,"500000-1000000","7.99",4433,0.868035190615836,0.131964809384164
"risen 2 dark waters",6920,"PS3","2012","Role-Playing","Deep Silver",0.04,0.14,0.01,0.05,0.24,40390,"2012-04-26",1,"Piranha Bytes","Deep Silver","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats","RPG","RPG;Pirates;Open World",49,2987,891,1278,1257,"1000000-2000000","7.99",3878,0.770242392986075,0.229757607013925
"risen 3 titan lords",10840,"PC","2014","Role-Playing","Deep Silver",0,0.08,0,0.01,0.09,249230,"2014-08-13",1,"Piranha Bytes","Deep Silver","windows",16,"Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud","RPG","RPG;Open World;Gothic",50,2756,1144,412,589,"500000-1000000","10.99",3900,0.706666666666667,0.293333333333333
